FIRST_NAME;LAST_NAME;VALUE_DAY;CITY;VENUE;STANDALONE_FLG
Shaniqua;Truesdale;14.10.2020;Moscow;Singletechno;N
Andera;Valliere;14.10.2020;Norilsk;dambase;N
Tonisha;Vanbeek;14.10.2020;Sochi;Funholding;Y
Latonia;Vanwyk;14.10.2020;Vorkuta;Openlane;Y
Kristle;Vien;14.10.2020;Sochi;Rangreen;N
Maryann;Weldy;14.10.2020;Sochi;Funholding;Y
Twana;Willet;14.10.2020;Norilsk;dambase;N
Twana;Willet;14.10.2020;Norilsk;Inity;N
Levi;Basham;15.10.2020;Norilsk;dambase;N
Jeniffer;Brace;15.10.2020;Moscow;Faxquote;Y
Celsa;Bumbalough;15.10.2020;Norilsk;Betasoloin;N
Douglas;Charity;15.10.2020;Moscow;Faxquote;N
Gregoria;Fant;15.10.2020;Vorkuta;Condax;N
Alfredo;Hursey;15.10.2020;Yekaterinburg;Donware;Y
Jalisa;Keala;15.10.2020;Yekaterinburg;Donware;Y
Soraya;Lashbrook;15.10.2020;Saint-Petersburg;year-job;N
Terrence;Mustafa;15.10.2020;Yekaterinburg;Donware;Y
Leonie;Rakowski;15.10.2020;Norilsk;Ontomedia;Y
Danae;Smullen;15.10.2020;Sochi;Rangreen;N
Danae;Smullen;15.10.2020;Sochi;Rangreen;N
Maryann;Weldy;15.10.2020;Sochi;Xx-holding;N
Gwendolyn;Westerlund;15.10.2020;Yekaterinburg;Sumace;Y
Hanh;Whitesell;15.10.2020;Saint-Petersburg;year-job;Y
Lakendra;Zick;15.10.2020;Norilsk;Ontomedia;Y
Niki;Castano;16.10.2020;Vorkuta;Condax;N
Niki;Castano;16.10.2020;Vorkuta;Condax;N
Laronda;Coe;16.10.2020;Yekaterinburg;Sumace;N
Gena;Dacanay;16.10.2020;Sochi;Xx-holding;N
Gena;Dacanay;16.10.2020;Sochi;Xx-holding;N
Trenton;Dargan;16.10.2020;Yekaterinburg;Donware;N
Daniele;Euell;16.10.2020;Norilsk;Sunnamplex;Y
Jovita;Fesler;16.10.2020;Sochi;Xx-holding;Y
Elmer;Gean;16.10.2020;Yekaterinburg;Sumace;N
Elmer;Gean;16.10.2020;Yekaterinburg;Zumgoity;N
Rudolph;Glickman;16.10.2020;Yekaterinburg;Labdrill;N
Arlyne;Honda;16.10.2020;Norilsk;Ontomedia;N
Genesis;Kowalczyk;16.10.2020;Saint-Petersburg;Treequote;Y
Shayna;Mahan;16.10.2020;Sochi;Xx-holding;Y
Shayna;Mahan;16.10.2020;Sochi;Funholding;Y
Lesa;Mehaffey;16.10.2020;Norilsk;Ontomedia;N
Ja;Moscato;16.10.2020;Saint-Petersburg;Bioplex;N
Rachael;Scheff;16.10.2020;Vorkuta;Opentech;N
Rachael;Scheff;16.10.2020;Vorkuta;Isdom;Y
Terina;Shira;16.10.2020;Yekaterinburg;Sumace;Y
Justina;Stonecipher;16.10.2020;Sochi;Xx-holding;N
Mariette;Swick;16.10.2020;Moscow;Singletechno;Y
Tonisha;Vanbeek;16.10.2020;Sochi;Funholding;Y
Latonia;Vanwyk;16.10.2020;Vorkuta;Condax;N
Twana;Willet;16.10.2020;Norilsk;Sunnamplex;Y
Twana;Willet;16.10.2020;Norilsk;Ontomedia;N
Lashell;Abbas;17.10.2020;Yekaterinburg;Sumace;Y
Katina;Abernethy;17.10.2020;Norilsk;Ontomedia;N
Katina;Abernethy;17.10.2020;Norilsk;dambase;Y
Lavina;Ackles;17.10.2020;Saint-Petersburg;year-job;N
Lavina;Ackles;17.10.2020;Saint-Petersburg;Bioplex;Y
Pamelia;Bergquist;17.10.2020;Saint-Petersburg;Bioplex;N
Pamelia;Bergquist;17.10.2020;Saint-Petersburg;Mathtouch;N
Cristopher;Brownfield;17.10.2020;Moscow;Faxquote;Y
Edmond;Dawe;17.10.2020;Norilsk;dambase;Y
Carlene;Felice;17.10.2020;Sochi;Xx-holding;N
Ailene;Frieden;17.10.2020;Norilsk;dambase;Y
Leland;Gales;17.10.2020;Yekaterinburg;Donware;N
Sherryl;Gateley;17.10.2020;Norilsk;dambase;Y
Loyd;Grosz;17.10.2020;Vorkuta;Openlane;N
Tawny;Jeske;17.10.2020;Sochi;Funholding;Y
Joanne;Kingery;17.10.2020;Yekaterinburg;Donware;Y
Euna;Mak;17.10.2020;Sochi;Xx-holding;N
Euna;Mak;17.10.2020;Sochi;Hottechi;Y
Emilie;Nemitz;17.10.2020;Sochi;Rangreen;Y
Sylvia;Olander;17.10.2020;Vorkuta;Condax;Y
Charlette;Radtke;17.10.2020;Yekaterinburg;Plusstrip;Y
Kristle;Vien;17.10.2020;Sochi;Plussunin;Y
Maryann;Weldy;17.10.2020;Sochi;Rangreen;N
Gwendolyn;Westerlund;17.10.2020;Yekaterinburg;Sumace;N
Katina;Abernethy;18.10.2020;Norilsk;Zencorporation;N
Zina;Bilal;18.10.2020;Norilsk;Scottech;Y
Niki;Castano;18.10.2020;Vorkuta;Condax;Y
Gena;Dacanay;18.10.2020;Sochi;Hottechi;Y
Loyd;Grosz;18.10.2020;Vorkuta;Condax;N
Annalee;Gulbranson;18.10.2020;Vorkuta;Openlane;Y
Annalee;Gulbranson;18.10.2020;Vorkuta;Opentech;Y
Yen;Latimore;18.10.2020;Sochi;Fasehatice;N
Shayna;Mahan;18.10.2020;Sochi;Plussunin;N
Winter;Mckillop;18.10.2020;Norilsk;Iselectrics;N
Stephani;Mincy;18.10.2020;Saint-Petersburg;Mathtouch;Y
Stephani;Mincy;18.10.2020;Saint-Petersburg;Mathtouch;N
Louie;Scarpelli;18.10.2020;Norilsk;Betasoloin;Y
Katina;Abernethy;19.10.2020;Norilsk;Ontomedia;N
Kellie;Bail;19.10.2020;Vorkuta;Opentech;Y
Kellie;Bail;19.10.2020;Vorkuta;Openlane;Y
Luanne;Boucher;19.10.2020;Norilsk;Sunnamplex;Y
Mikel;Brockway;19.10.2020;Sochi;Funholding;Y
Irena;Byrge;19.10.2020;Norilsk;Betasoloin;N
Daniele;Euell;19.10.2020;Norilsk;dambase;N
Elmer;Gean;19.10.2020;Yekaterinburg;Zumgoity;Y
Alfredo;Hursey;19.10.2020;Yekaterinburg;Plusstrip;Y
Maris;Nee;19.10.2020;Moscow;Faxquote;Y
Chasidy;Nixon;19.10.2020;Vorkuta;Opentech;N
Sylvia;Olander;19.10.2020;Vorkuta;Nam-zim;Y
Shaniqua;Truesdale;19.10.2020;Moscow;Betatech;N
Andera;Valliere;19.10.2020;Norilsk;Warephase;Y
Merrie;Weideman;19.10.2020;Vorkuta;Condax;Y
Loraine;Bensley;20.10.2020;Sochi;Xx-holding;Y
Zina;Bilal;20.10.2020;Norilsk;dambase;Y
Irena;Byrge;20.10.2020;Norilsk;Scottech;N
Trenton;Dargan;20.10.2020;Yekaterinburg;Zumgoity;N
August;Darland;20.10.2020;Norilsk;dambase;Y
Carlene;Felice;20.10.2020;Sochi;Funholding;Y
Elmer;Gean;20.10.2020;Yekaterinburg;Plusstrip;Y
Elmer;Gean;20.10.2020;Yekaterinburg;Donware;N
Helene;Hargrove;20.10.2020;Norilsk;dambase;Y
Joanne;Kingery;20.10.2020;Yekaterinburg;Labdrill;N
Genesis;Kowalczyk;20.10.2020;Saint-Petersburg;Mathtouch;Y
Genesis;Kowalczyk;20.10.2020;Saint-Petersburg;year-job;N
Euna;Mak;20.10.2020;Sochi;Rangreen;N
Dreama;Moman;20.10.2020;Saint-Petersburg;Mathtouch;N
Dreama;Moman;20.10.2020;Saint-Petersburg;Bioplex;Y
Maris;Nee;20.10.2020;Moscow;Betatech;Y
Chasidy;Nixon;20.10.2020;Vorkuta;Openlane;N
Sylvia;Olander;20.10.2020;Vorkuta;Opentech;Y
Richie;Petrey;20.10.2020;Sochi;Xx-holding;Y
Andera;Valliere;20.10.2020;Norilsk;Betasoloin;Y
Kristle;Vien;20.10.2020;Sochi;Xx-holding;N
Twana;Willet;20.10.2020;Norilsk;dambase;N
Lashell;Abbas;21.10.2020;Yekaterinburg;Sumace;Y
Jude;Brashier;21.10.2020;Yekaterinburg;Sumace;N
Leland;Gales;21.10.2020;Yekaterinburg;Plusstrip;Y
Helene;Hargrove;21.10.2020;Norilsk;Sunnamplex;N
Euna;Mak;21.10.2020;Sochi;Xx-holding;Y
Stephani;Mincy;21.10.2020;Saint-Petersburg;Groovestreet;Y
Vena;Sedor;21.10.2020;Vorkuta;Condax;N
Andera;Valliere;21.10.2020;Norilsk;Sunnamplex;N
Hanh;Whitesell;21.10.2020;Saint-Petersburg;year-job;N
Loraine;Bensley;22.10.2020;Sochi;Plussunin;Y
Zina;Bilal;22.10.2020;Norilsk;dambase;Y
Zina;Bilal;22.10.2020;Norilsk;Betasoloin;N
Laronda;Coe;22.10.2020;Yekaterinburg;Sonron;N
August;Darland;22.10.2020;Norilsk;Ontomedia;N
Daniele;Euell;22.10.2020;Norilsk;Iselectrics;Y
Rudolph;Glickman;22.10.2020;Yekaterinburg;Plusstrip;N
Regena;Kita;22.10.2020;Yekaterinburg;Stanredtax;N
Yen;Latimore;22.10.2020;Sochi;Plussunin;Y
Shayna;Mahan;22.10.2020;Sochi;Funholding;N
Maris;Nee;22.10.2020;Moscow;Faxquote;Y
Connie;Newingham;22.10.2020;Norilsk;Ontomedia;Y
Chasidy;Nixon;22.10.2020;Vorkuta;Nam-zim;Y
Louie;Scarpelli;22.10.2020;Norilsk;dambase;Y
Shaniqua;Truesdale;22.10.2020;Moscow;Rantouch;N
Tonisha;Vanbeek;22.10.2020;Sochi;Rangreen;Y
Twana;Willet;22.10.2020;Norilsk;Zencorporation;N
Lakendra;Zick;22.10.2020;Norilsk;Betasoloin;N
Jeniffer;Brace;23.10.2020;Moscow;Faxquote;N
Emilie;Nemitz;23.10.2020;Sochi;Rangreen;Y
Beverley;Silveira;23.10.2020;Sochi;Funholding;Y
Kristle;Vien;23.10.2020;Sochi;Rangreen;Y
Merrie;Weideman;23.10.2020;Vorkuta;Openlane;N
Katina;Abernethy;24.10.2020;Norilsk;Warephase;Y
Loraine;Bensley;24.10.2020;Sochi;Rangreen;N
Luanne;Boucher;24.10.2020;Norilsk;Sunnamplex;Y
Irena;Byrge;24.10.2020;Norilsk;Sunnamplex;N
Laronda;Coe;24.10.2020;Yekaterinburg;Labdrill;N
Gena;Dacanay;24.10.2020;Sochi;Xx-holding;N
Daniele;Euell;24.10.2020;Norilsk;Ontomedia;N
Darcey;Heide;24.10.2020;Norilsk;Betasoloin;N
Darcey;Heide;24.10.2020;Norilsk;dambase;Y
Arlyne;Honda;24.10.2020;Norilsk;Scottech;Y
Genesis;Kowalczyk;24.10.2020;Saint-Petersburg;Groovestreet;N
Shayna;Mahan;24.10.2020;Sochi;Rangreen;Y
Maris;Nee;24.10.2020;Moscow;Toughzap;N
Hector;Redwine;24.10.2020;Norilsk;Ontomedia;N
Rolf;Sharrow;24.10.2020;Yekaterinburg;Labdrill;N
Lashell;Abbas;25.10.2020;Yekaterinburg;Sumace;Y
Katina;Abernethy;25.10.2020;Norilsk;Betasoloin;N
Lavina;Ackles;25.10.2020;Saint-Petersburg;Treequote;Y
Pamelia;Bergquist;25.10.2020;Saint-Petersburg;Treequote;Y
Jeniffer;Brace;25.10.2020;Moscow;Faxquote;N
Mikel;Brockway;25.10.2020;Sochi;Plussunin;Y
Trenton;Dargan;25.10.2020;Yekaterinburg;Labdrill;Y
Jovita;Fesler;25.10.2020;Sochi;Hottechi;N
Elmer;Gean;25.10.2020;Yekaterinburg;Sonron;Y
Victor;Hilliker;25.10.2020;Saint-Petersburg;year-job;Y
Genesis;Kowalczyk;25.10.2020;Saint-Petersburg;Treequote;Y
Dreama;Moman;25.10.2020;Saint-Petersburg;Groovestreet;Y
Ja;Moscato;25.10.2020;Saint-Petersburg;Bioplex;Y
Charlette;Radtke;25.10.2020;Yekaterinburg;Sumace;N
Dan;Rozelle;25.10.2020;Norilsk;Scottech;N
Daniela;Russaw;25.10.2020;Sochi;Funholding;Y
Daniela;Russaw;25.10.2020;Sochi;Hottechi;N
Bobette;Shuff;25.10.2020;Norilsk;Iselectrics;Y
Latonia;Vanwyk;25.10.2020;Vorkuta;Opentech;N
Hanh;Whitesell;25.10.2020;Saint-Petersburg;Mathtouch;N
Twana;Willet;25.10.2020;Norilsk;dambase;N
Lashell;Abbas;26.10.2020;Yekaterinburg;Scotfind;N
Pamelia;Bergquist;26.10.2020;Saint-Petersburg;Domzoom;N
Mirta;Cannon;26.10.2020;Yekaterinburg;Zumgoity;N
Jalisa;Keala;26.10.2020;Yekaterinburg;Sumace;Y
Charlette;Radtke;26.10.2020;Yekaterinburg;Zumgoity;Y
Cristopher;Brownfield;27.10.2020;Moscow;Toughzap;Y
Alfredo;Hursey;27.10.2020;Yekaterinburg;Labdrill;N
Irena;Byrge;28.10.2020;Norilsk;Ontomedia;Y
Laronda;Coe;28.10.2020;Yekaterinburg;Zumgoity;Y
Mason;Henslee;28.10.2020;Sochi;Rangreen;Y
Victor;Hilliker;28.10.2020;Saint-Petersburg;year-job;N
Arlyne;Honda;28.10.2020;Norilsk;dambase;N
Regena;Kita;28.10.2020;Yekaterinburg;Zumgoity;Y
Shayna;Mahan;28.10.2020;Sochi;Fasehatice;Y
Winter;Mckillop;28.10.2020;Norilsk;Scottech;N
Ja;Moscato;28.10.2020;Saint-Petersburg;Treequote;Y
Justina;Stonecipher;28.10.2020;Sochi;Rangreen;N
Mariette;Swick;28.10.2020;Moscow;Toughzap;N
Shaniqua;Truesdale;28.10.2020;Moscow;Rantouch;N
Mirta;Cannon;29.10.2020;Yekaterinburg;Labdrill;N
Laronda;Coe;29.10.2020;Yekaterinburg;Labdrill;Y
August;Darland;29.10.2020;Norilsk;dambase;N
Jovita;Fesler;29.10.2020;Sochi;Plussunin;N
Willy;Frink;29.10.2020;Yekaterinburg;Zumgoity;N
Helene;Hargrove;29.10.2020;Norilsk;Sunnamplex;N
Carmelina;Hewett;29.10.2020;Vorkuta;Nam-zim;Y
Richie;Petrey;29.10.2020;Sochi;Bioholding;Y
Daniela;Russaw;29.10.2020;Sochi;Xx-holding;Y
Vena;Sedor;29.10.2020;Vorkuta;Nam-zim;N
Justina;Stonecipher;29.10.2020;Sochi;Rangreen;Y
Twana;Willet;29.10.2020;Norilsk;Sunnamplex;N
Willy;Frink;30.10.2020;Yekaterinburg;Donware;N
Loraine;Bensley;31.10.2020;Sochi;Rangreen;Y
Mikel;Brockway;31.10.2020;Sochi;Rangreen;Y
Niki;Castano;31.10.2020;Vorkuta;Condax;Y
Yen;Latimore;31.10.2020;Sochi;Plussunin;Y
Winter;Mckillop;31.10.2020;Norilsk;Iselectrics;Y
Lesa;Mehaffey;31.10.2020;Norilsk;dambase;N
Justina;Stonecipher;31.10.2020;Sochi;Bioholding;N
Mariette;Swick;31.10.2020;Moscow;Singletechno;Y
Shaniqua;Truesdale;31.10.2020;Moscow;Toughzap;Y
Chas;Vandever;31.10.2020;Sochi;Funholding;Y
